ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Unnamed: 18
10367,46,100.0,6,4808.38,,resolved,1,1,2005,classic cars,s18_3685,toys4grownups.com,pasadena,Usa,young,julie,medium,
10379,32,70.83,4,2266.56,,shipped,1,2,2005,classic cars,s18_3685,euro shopping channel,madrid,Spain,freyre,diego,small,
10406,65,100.0,1,10468.9,2005-04-15,disputed,2,4,2005,classic cars,s18_3685,danish wholesale imports,kobenhavn,Denmark,petersen,jytte,large,
10419,43,100.0,3,5589.14,2005-05-17,shipped,2,5,2005,classic cars,s18_3685,salzburg collectables,salzburg,Austria,pipps,georg,medium,
10108,43,67.77,12,2914.11,,shipped,1,3,2003,motorcycles,s18_3782,cruz & sons co.,makati city,Philippines,cruz,arnold,small,
10122,35,49.74,16,1740.9,,shipped,2,5,2003,motorcycles,s18_3782,marseille mini autos,marseille,France,lebihan,laurence,small,
10135,45,50.36,13,2266.2,,shipped,3,7,2003,motorcycles,s18_3782,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10146,47,67.14,2,3155.58,,shipped,3,9,2003,motorcycles,s18_3782,gift ideas corp.,glendale,Usa,lewis,dan,medium,
10159,21,64.66,8,1357.86,,shipped,4,10,2003,motorcycles,s18_3782,corporate gift ideas co.,san francisco,Usa,brown,julie,small,
10169,38,68.39,8,2598.82,,shipped,4,11,2003,motorcycles,s18_3782,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,small,
10180,21,50.36,3,1057.56,,shipped,4,11,2003,motorcycles,s18_3782,daedalus designs imports,lille,France,rance,martine,small,
10191,43,72.74,9,3127.82,2003-11-20,shipped,4,11,2003,motorcycles,s18_3782,"toms spezialitten, ltd",koln,Germany,pfalzheim,henriette,medium,
10211,46,54.09,8,2488.14,2004-01-15,shipped,1,1,2004,motorcycles,s18_3782,auto canal petit,paris,France,perrier,dominique,small,
10224,38,58.44,1,2220.72,2004-02-21,shipped,1,2,2004,motorcycles,s18_3782,daedalus designs imports,lille,France,rance,martine,small,
10237,26,52.22,1,1357.72,,shipped,2,4,2004,motorcycles,s18_3782,vitachrome inc.,nyc,Usa,frick,michael,small,
10252,31,52.84,5,1638.04,2004-05-26,shipped,2,5,2004,motorcycles,s18_3782,auto canal petit,paris,France,perrier,dominique,small,
10264,48,54.71,3,2626.08,2004-06-30,shipped,2,6,2004,motorcycles,s18_3782,gifts4allages.com,boston,Usa,yoshido,juri,small,
10276,33,50.36,9,1661.88,,shipped,3,8,2004,motorcycles,s18_3782,online mini collectables,brickhaven,Usa,barajas,miguel,small,
10286,38,57.2,1,2173.6,2004-08-28,shipped,3,8,2004,motorcycles,s18_3782,"la corne d'abondance, co.",paris,France,bertrand,marie,small,
10299,39,55.95,3,2182.05,2004-09-30,shipped,3,9,2004,motorcycles,s18_3782,"toys of finland, co.",helsinki,Finland,karttunen,matti,small,
10310,42,67.14,16,2819.88,2004-10-16,shipped,4,10,2004,motorcycles,s18_3782,"toms spezialitten, ltd",koln,Germany,pfalzheim,henriette,small,
10319,44,59.06,4,2598.64,,shipped,4,11,2004,motorcycles,s18_3782,microscale inc.,nyc,Usa,kuo,kee,small,
10330,29,69.63,2,2019.27,2004-11-16,shipped,4,11,2004,motorcycles,s18_3782,cruz & sons co.,makati city,Philippines,cruz,arnold,small,
10342,26,55.95,8,1454.7,2004-11-24,shipped,4,11,2004,motorcycles,s18_3782,"australian collectors, co.",melbourne,Australia,ferguson,peter,small,
10355,31,53.47,1,1657.57,,shipped,4,12,2004,motorcycles,s18_3782,euro shopping channel,madrid,Spain,freyre,diego,small,
10363,32,89.12,12,2851.84,,shipped,1,1,2005,motorcycles,s18_3782,suominen souveniers,espoo,Finland,suominen,kalle,small,
10378,28,100.0,9,4609.64,,shipped,1,2,2005,motorcycles,s18_3782,euro shopping channel,madrid,Spain,freyre,diego,medium,
10390,36,100.0,2,5079.96,,shipped,1,3,2005,motorcycles,s18_3782,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10403,36,52.22,1,1879.92,,shipped,2,4,2005,motorcycles,s18_3782,"uk collectables, ltd.",liverpool,Uk,devon,elizabeth,small,
10106,41,100.0,17,4774.86,2003-02-17,shipped,1,2,2003,vintage cars,s18_3856,rovelli gifts,bergamo,Italy,rovelli,giovanni,medium,
10119,27,99.52,8,2687.04,2003-04-28,shipped,2,4,2003,vintage cars,s18_3856,salzburg collectables,salzburg,Austria,pipps,georg,small,
10130,33,100.0,1,3423.75,2003-06-16,shipped,2,6,2003,vintage cars,s18_3856,auto-moto classics inc.,brickhaven,Usa,taylor,leslie,medium,
10143,34,100.0,12,3455.76,,shipped,3,8,2003,vintage cars,s18_3856,mini creations ltd.,new bedford,Usa,tam,wing c,medium,
10155,29,100.0,10,3622.97,,shipped,4,10,2003,vintage cars,s18_3856,"toys of finland, co.",helsinki,Finland,karttunen,matti,medium,
10167,34,100.0,6,3599.58,2003-10-23,cancelled,4,10,2003,vintage cars,s18_3856,scandinavian gift ideas,boras,Sweden,larsson,maria,medium,
10178,48,100.0,9,5386.56,,shipped,4,11,2003,vintage cars,s18_3856,alpha cognac,toulouse,France,roulet,annette,medium,
10186,46,100.0,6,4918.78,2003-11-14,shipped,4,11,2003,vintage cars,s18_3856,"double decker gift stores, ltd",london,Uk,hardy,thomas,medium,
10197,22,100.0,3,2538.8,2003-11-26,shipped,4,11,2003,vintage cars,s18_3856,enaco distributors,barcelona,Spain,saavedra,eduardo,small,
10209,20,100.0,5,2498.6,,shipped,1,1,2004,vintage cars,s18_3856,"men 'r' us retailers, ltd.",los angeles,Usa,chandler,michael,small,
10222,45,85.75,9,3858.75,2004-02-19,shipped,1,2,2004,vintage cars,s18_3856,collectable mini designs co.,san diego,Usa,thompson,valarie,medium,
10249,46,100.0,5,5600.5,,shipped,2,5,2004,vintage cars,s18_3856,cambridge collectables co.,cambridge,Usa,tseng,kyung,medium,
10262,34,100.0,14,4103.46,2004-06-24,cancelled,2,6,2004,vintage cars,s18_3856,euro shopping channel,madrid,Spain,freyre,diego,medium,
10273,50,85.75,1,4287.5,2004-07-21,shipped,3,7,2004,vintage cars,s18_3856,petit auto,bruxelles,Belgium,dewey,catherine,medium,
10283,46,100.0,3,5795.54,2004-08-20,shipped,3,8,2004,vintage cars,s18_3856,"royal canadian collectables, ltd.",tsawassen,Canada,lincoln,elizabeth,medium,
10296,22,84.7,12,1863.4,2004-09-15,shipped,3,9,2004,vintage cars,s18_3856,"bavarian collectables imports, co.",munich,Germany,donnermeyer,michael,small,
10307,48,86.81,6,4166.88,2004-10-14,shipped,4,10,2004,vintage cars,s18_3856,"classic gift ideas, inc",philadelphia,Usa,cervantes,francisca,medium,
10316,47,86.81,14,4080.07,,shipped,4,11,2004,vintage cars,s18_3856,giftsbymail.co.uk,cowes,Uk,bennett,helen,medium,
10328,34,100.0,6,3815.48,,shipped,4,11,2004,vintage cars,s18_3856,rovelli gifts,bergamo,Italy,rovelli,giovanni,medium,
10338,45,100.0,2,5526.45,2004-11-22,shipped,4,11,2004,vintage cars,s18_3856,royale belge,charleroi,Belgium,cartrain,pascale,medium,
10351,20,100.0,2,3374.6,,shipped,4,12,2004,vintage cars,s18_3856,"stylish desk decors, co.",london,Uk,brown,ann,medium,
10373,50,60.49,6,3024.5,2005-01-31,shipped,1,1,2005,vintage cars,s18_3856,"oulu toy supplies, inc.",oulu,Finland,koskitalo,pirkko,medium,
10386,22,57.55,6,1266.1,,resolved,1,3,2005,vintage cars,s18_3856,euro shopping channel,madrid,Spain,freyre,diego,small,
10398,45,100.0,17,4811.85,2005-03-30,shipped,1,3,2005,vintage cars,s18_3856,reims collectables,reims,France,henriot,paul,medium,
10400,58,100.0,6,7307.42,,shipped,2,4,2005,vintage cars,s18_3856,the sharp gifts warehouse,san jose,Usa,frick,sue,large,
10415,51,100.0,5,6209.25,,disputed,2,5,2005,vintage cars,s18_3856,"australian collectables, ltd",glen waverly,Australia,connery,sean,medium,
10104,38,100.0,3,5348.5,2003-01-31,shipped,1,1,2003,classic cars,s18_4027,euro shopping channel,madrid,Spain,freyre,diego,medium,
10117,22,100.0,12,2780.58,2003-04-16,shipped,2,4,2003,classic cars,s18_4027,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,small,
10127,25,100.0,5,3447.0,,shipped,2,6,2003,classic cars,s18_4027,muscle machine inc,nyc,Usa,young,jeff,medium,
10142,24,100.0,15,3791.52,,shipped,3,8,2003,classic cars,s18_4027,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10152,35,100.0,1,4524.1,2003-09-25,shipped,3,9,2003,classic cars,s18_4027,"australian gift network, co",south brisbane,Australia,calaghan,tony,medium,
10165,28,100.0,6,3337.6,2003-10-22,shipped,4,10,2003,classic cars,s18_4027,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,medium,
10176,36,100.0,5,5532.12,,shipped,4,11,2003,classic cars,s18_4027,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,medium,
10185,39,100.0,16,5096.91,2003-11-14,shipped,4,11,2003,classic cars,s18_4027,mini creations ltd.,new bedford,Usa,tam,wing c,medium,
10196,27,100.0,8,4537.08,2003-11-26,shipped,4,11,2003,classic cars,s18_4027,super scale inc.,new haven,Usa,murphy,leslie,medium,
10207,40,100.0,1,6146.8,,shipped,4,12,2003,classic cars,s18_4027,diecast collectables,boston,Usa,franco,valarie,medium,
10220,50,100.0,5,8258.0,,shipped,1,2,2004,classic cars,s18_4027,"clover collections, co.",dublin,Ireland,cassidy,dean,large,
10230,42,100.0,3,7238.28,2004-03-15,shipped,1,3,2004,classic cars,s18_4027,"blauer see auto, co.",frankfurt,Germany,keitel,roland,large,
10247,48,100.0,5,6756.0,,shipped,2,5,2004,classic cars,s18_4027,suominen souveniers,espoo,Finland,suominen,kalle,medium,
10272,25,100.0,5,3734.0,2004-07-20,shipped,3,7,2004,classic cars,s18_4027,diecast classics inc.,allentown,Usa,yu,kyung,medium,
10282,31,100.0,8,4674.8,2004-08-20,shipped,3,8,2004,classic cars,s18_4027,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10292,44,100.0,2,7140.76,,shipped,3,9,2004,classic cars,s18_4027,land of toys inc.,nyc,Usa,yu,kwai,large,
10306,23,100.0,16,3600.65,2004-10-14,shipped,4,10,2004,classic cars,s18_4027,"av stores, co.",manchester,Uk,ashworth,victoria,medium,
10314,29,100.0,8,4206.74,2004-10-22,shipped,4,10,2004,classic cars,s18_4027,heintze collectables,aaarhus,Denmark,ibsen,palle,medium,
10324,49,100.0,13,5379.71,,shipped,4,11,2004,classic cars,s18_4027,vitachrome inc.,nyc,Usa,frick,michael,medium,
10337,36,100.0,3,5679.36,2004-11-21,shipped,4,11,2004,classic cars,s18_4027,classic legends inc.,nyc,Usa,hernandez,maria,medium,
10349,34,100.0,5,4394.84,,shipped,4,12,2004,classic cars,s18_4027,muscle machine inc,nyc,Usa,young,jeff,medium,
10358,25,100.0,13,2528.25,,shipped,4,12,2004,classic cars,s18_4027,euro shopping channel,madrid,Spain,freyre,diego,small,
10372,48,100.0,6,7031.52,2005-01-26,shipped,1,1,2005,classic cars,s18_4027,"tokyo collectables, ltd",minato-ku,Japan,shimamura,akiko,large,
10383,38,100.0,1,5340.9,2005-02-22,shipped,1,2,2005,classic cars,s18_4027,euro shopping channel,madrid,Spain,freyre,diego,medium,
10394,37,100.0,1,6376.58,2005-03-15,shipped,1,3,2005,classic cars,s18_4027,euro shopping channel,madrid,Spain,freyre,diego,medium,
10413,49,100.0,5,6896.75,,shipped,2,5,2005,classic cars,s18_4027,gift depot inc.,bridgewater,Usa,king,julie,medium,
10100,22,86.51,4,1903.22,,shipped,1,1,2003,vintage cars,s18_4409,online diecast creations co.,nashua,Usa,young,valarie,small,
10110,28,89.27,8,2499.56,2003-03-18,shipped,1,3,2003,vintage cars,s18_4409,"av stores, co.",manchester,Uk,ashworth,victoria,small,
10124,36,85.59,7,3081.24,2003-05-21,shipped,2,5,2003,vintage cars,s18_4409,signal gift stores,las vegas,Usa,king,sue,medium,
10148,34,100.0,1,3598.22,,shipped,3,9,2003,vintage cars,s18_4409,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,medium,
10162,39,100.0,10,3912.09,2003-10-18,shipped,4,10,2003,vintage cars,s18_4409,corporate gift ideas co.,san francisco,Usa,brown,julie,medium,
10173,21,75.46,14,1584.66,,shipped,4,11,2003,vintage cars,s18_4409,rovelli gifts,bergamo,Italy,rovelli,giovanni,small,
10182,36,100.0,11,3942.72,,shipped,4,11,2003,vintage cars,s18_4409,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10193,24,97.55,15,2341.2,2003-11-21,shipped,4,11,2003,vintage cars,s18_4409,"australian collectables, ltd",glen waverly,Australia,connery,sean,small,
10204,29,85.59,5,2482.11,,shipped,4,12,2003,vintage cars,s18_4409,muscle machine inc,nyc,Usa,young,jeff,small,
10213,38,94.79,1,3602.02,2004-01-22,shipped,1,1,2004,vintage cars,s18_4409,"double decker gift stores, ltd",london,Uk,hardy,thomas,medium,
10227,34,100.0,11,3566.94,,shipped,1,3,2004,vintage cars,s18_4409,"saveley & henriot, co.",lyon,France,saveley,mary,medium,
10241,42,90.19,3,3787.98,2004-04-13,shipped,2,4,2004,vintage cars,s18_4409,mini caravy,strasbourg,France,citeaux,frederique,medium,
10280,35,100.0,17,3704.05,2004-08-17,shipped,3,8,2004,vintage cars,s18_4409,amica models & co.,torino,Italy,accorti,paolo,medium,
10288,35,80.99,6,2834.65,,shipped,3,9,2004,vintage cars,s18_4409,handji gifts& co,singapore,Singapore,victorino,wendy,small,
10302,38,89.27,2,3392.26,,shipped,4,10,2003,vintage cars,s18_4409,"uk collectables, ltd.",liverpool,Uk,devon,elizabeth,medium,
10311,41,81.91,1,3358.31,2004-10-16,shipped,4,10,2004,vintage cars,s18_4409,euro shopping channel,madrid,Spain,freyre,diego,medium,
10332,50,100.0,2,7310.0,2004-11-17,shipped,4,11,2004,vintage cars,s18_4409,"av stores, co.",manchester,Uk,ashworth,victoria,large,
10344,21,100.0,4,2203.11,2004-11-25,shipped,4,11,2004,vintage cars,s18_4409,marseille mini autos,marseille,France,lebihan,laurence,small,
10367,43,62.72,8,2696.96,,resolved,1,1,2005,vintage cars,s18_4409,toys4grownups.com,pasadena,Usa,young,julie,small,
10380,32,100.0,1,3376.64,2005-02-16,shipped,1,2,2005,vintage cars,s18_4409,euro shopping channel,madrid,Spain,freyre,diego,medium,
10407,6,90.19,3,541.14,2005-04-22,on hold,2,4,2005,vintage cars,s18_4409,the sharp gifts warehouse,san jose,Usa,frick,sue,small,
10420,66,92.95,6,6134.7,2005-05-29,in process,2,5,2005,vintage cars,s18_4409,souveniers and things co.,chatswood,Australia,huxley,adrian,medium,
10105,41,82.5,10,3382.5,,shipped,1,2,2003,vintage cars,s18_4522,danish wholesale imports,kobenhavn,Denmark,petersen,jytte,medium,
10117,23,97.42,4,2240.66,2003-04-16,shipped,2,4,2003,vintage cars,s18_4522,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,small,
10128,43,92.16,1,3962.88,,shipped,2,6,2003,vintage cars,s18_4522,euro shopping channel,madrid,Spain,freyre,diego,medium,
10142,24,70.22,7,1685.28,,shipped,3,8,2003,vintage cars,s18_4522,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10153,22,83.38,6,1834.36,2003-09-28,shipped,3,9,2003,vintage cars,s18_4522,euro shopping channel,madrid,Spain,freyre,diego,small,
10166,26,73.73,1,1916.98,2003-10-21,shipped,4,10,2003,vintage cars,s18_4522,fungiftideas.com,new bedford,Usa,benitez,violeta,small,
10177,35,74.6,8,2611.0,,shipped,4,11,2003,vintage cars,s18_4522,caf imports,madrid,Spain,fernandez,jesus,small,
10185,47,77.24,8,3630.28,2003-11-14,shipped,4,11,2003,vintage cars,s18_4522,mini creations ltd.,new bedford,Usa,tam,wing c,medium,
10197,50,100.0,14,5090.5,2003-11-26,shipped,4,11,2003,vintage cars,s18_4522,enaco distributors,barcelona,Spain,saavedra,eduardo,medium,
10208,45,87.77,8,3949.65,,shipped,1,1,2004,vintage cars,s18_4522,"saveley & henriot, co.",lyon,France,saveley,mary,medium,
10221,39,89.53,2,3491.67,2004-02-18,shipped,1,2,2004,vintage cars,s18_4522,petit auto,bruxelles,Belgium,dewey,catherine,medium,
10232,23,89.53,5,2059.19,2004-03-20,shipped,1,3,2004,vintage cars,s18_4522,giftsbymail.co.uk,cowes,Uk,bennett,helen,small,
10248,42,75.48,11,3170.16,,cancelled,2,5,2004,vintage cars,s18_4522,land of toys inc.,nyc,Usa,yu,kwai,medium,
10261,20,89.53,9,1790.6,2004-06-17,shipped,2,6,2004,vintage cars,s18_4522,quebec home shopping network,montreal,Canada,fresnisre,jean,small,
10273,33,71.09,12,2345.97,2004-07-21,shipped,3,7,2004,vintage cars,s18_4522,petit auto,bruxelles,Belgium,dewey,catherine,small,
10283,34,100.0,14,3580.88,2004-08-20,shipped,3,8,2004,vintage cars,s18_4522,"royal canadian collectables, ltd.",tsawassen,Canada,lincoln,elizabeth,medium,
10293,49,100.0,3,4946.06,,shipped,3,9,2004,vintage cars,s18_4522,amica models & co.,torino,Italy,accorti,paolo,medium,
10306,39,90.4,8,3525.6,2004-10-14,shipped,4,10,2004,vintage cars,s18_4522,"av stores, co.",manchester,Uk,ashworth,victoria,medium,
10315,36,100.0,7,3602.16,2004-10-29,shipped,4,10,2004,vintage cars,s18_4522,la rochelle gifts,nantes,France,labrune,janine,medium,
10326,50,86.01,5,4300.5,,shipped,4,11,2004,vintage cars,s18_4522,"volvo model replicas, co",lule,Sweden,berglund,christina,medium,
10337,29,100.0,2,4498.19,2004-11-21,shipped,4,11,2004,vintage cars,s18_4522,classic legends inc.,nyc,Usa,hernandez,maria,medium,
10350,30,100.0,3,3023.1,,shipped,4,12,2004,vintage cars,s18_4522,euro shopping channel,madrid,Spain,freyre,diego,medium,
10372,41,86.89,7,3562.49,2005-01-26,shipped,1,1,2005,vintage cars,s18_4522,"tokyo collectables, ltd",minato-ku,Japan,shimamura,akiko,medium,
10383,28,58.58,7,1640.24,2005-02-22,shipped,1,2,2005,vintage cars,s18_4522,euro shopping channel,madrid,Spain,freyre,diego,small,
10396,45,100.0,5,4739.4,2005-03-23,shipped,1,3,2005,vintage cars,s18_4522,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10414,16,75.48,11,1207.68,,on hold,2,5,2005,vintage cars,s18_4522,gifts4allages.com,boston,Usa,yoshido,juri,small,
10103,36,100.0,5,4228.2,2003-01-29,shipped,1,1,2003,trucks and buses,s18_4600,baane mini imports,stavern,Norway,bergulfsen,jonas,medium,
10114,41,100.0,9,4815.45,,shipped,2,4,2003,trucks and buses,s18_4600,"la corne d'abondance, co.",paris,France,bertrand,marie,medium,
10126,50,100.0,5,7083.0,2003-05-28,shipped,2,5,2003,trucks and buses,s18_4600,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,large,
10140,40,100.0,5,4601.2,2003-07-24,shipped,3,7,2003,trucks and buses,s18_4600,technics stores inc.,burlingame,Usa,hirano,juri,medium,
10150,49,100.0,2,6467.02,2003-09-19,shipped,3,9,2003,trucks and buses,s18_4600,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,medium,
10164,45,100.0,3,5012.55,2003-10-21,resolved,4,10,2003,trucks and buses,s18_4600,mini auto werke,graz,Austria,mendel,roland,medium,
10175,47,100.0,10,5121.59,,shipped,4,11,2003,trucks and buses,s18_4600,"stylish desk decors, co.",london,Uk,brown,ann,medium,
10183,21,100.0,2,2441.04,2003-11-13,shipped,4,11,2003,trucks and buses,s18_4600,"classic gift ideas, inc",philadelphia,Usa,cervantes,francisca,small,
10194,32,100.0,5,4262.08,2003-11-25,shipped,4,11,2003,trucks and buses,s18_4600,"saveley & henriot, co.",lyon,France,saveley,mary,medium,
10207,47,100.0,16,6658.02,,shipped,4,12,2003,trucks and buses,s18_4600,diecast collectables,boston,Usa,franco,valarie,medium,
10217,38,100.0,5,4509.08,,shipped,1,2,2004,trucks and buses,s18_4600,handji gifts& co,singapore,Singapore,victorino,wendy,medium,
10229,41,100.0,10,4716.23,,shipped,1,3,2004,trucks and buses,s18_4600,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10245,21,100.0,3,2390.22,,shipped,2,5,2004,trucks and buses,s18_4600,super scale inc.,new haven,Usa,murphy,leslie,small,
10259,41,100.0,13,4666.62,2004-06-15,shipped,2,6,2004,trucks and buses,s18_4600,handji gifts& co,singapore,Singapore,victorino,wendy,medium,
10270,38,100.0,3,5383.08,2004-07-19,shipped,3,7,2004,trucks and buses,s18_4600,souveniers and things co.,chatswood,Australia,huxley,adrian,medium,
10281,25,99.29,10,2482.25,2004-08-19,shipped,3,8,2004,trucks and buses,s18_4600,diecast classics inc.,allentown,Usa,yu,kyung,small,
10291,48,100.0,5,5288.64,,shipped,3,9,2004,trucks and buses,s18_4600,scandinavian gift ideas,boras,Sweden,larsson,maria,medium,
10305,22,99.29,14,2184.38,2004-10-13,shipped,4,10,2004,trucks and buses,s18_4600,marta's replicas co.,cambridge,Usa,hernandez,marta,small,
10313,28,100.0,8,2881.76,2004-10-22,shipped,4,10,2004,trucks and buses,s18_4600,canadian gift exchange network,vancouver,Canada,tannamuri,yoshi,small,
10323,47,100.0,1,6203.06,,shipped,4,11,2004,trucks and buses,s18_4600,"blauer see auto, co.",frankfurt,Germany,keitel,roland,medium,
10334,49,100.0,4,6763.47,2004-11-19,on hold,4,11,2004,trucks and buses,s18_4600,"volvo model replicas, co",lule,Sweden,berglund,christina,medium,
10347,45,100.0,4,5884.65,2004-11-29,shipped,4,11,2004,trucks and buses,s18_4600,"australian collectors, co.",melbourne,Australia,ferguson,peter,medium,
10357,28,100.0,2,3559.64,,shipped,4,12,2004,trucks and buses,s18_4600,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10370,29,57.53,6,1668.37,2005-01-20,shipped,1,1,2005,trucks and buses,s18_4600,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,small,
10382,39,100.0,1,4890.6,2005-02-17,shipped,1,2,2005,trucks and buses,s18_4600,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10411,46,100.0,3,5235.72,,shipped,2,5,2005,trucks and buses,s18_4600,quebec home shopping network,montreal,Canada,fresnisre,jean,medium,
10425,38,100.0,13,4325.16,2005-05-31,in process,2,5,2005,trucks and buses,s18_4600,la rochelle gifts,nantes,France,labrune,janine,medium,
10103,41,47.29,9,1938.89,2003-01-29,shipped,1,1,2003,vintage cars,s18_4668,baane mini imports,stavern,Norway,bergulfsen,jonas,small,
10113,50,49.81,3,2490.5,2003-03-26,shipped,1,3,2003,vintage cars,s18_4668,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10126,43,53.83,9,2314.69,2003-05-28,shipped,2,5,2003,vintage cars,s18_4668,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,small,
10140,29,43.27,9,1254.83,2003-07-24,shipped,3,7,2003,vintage cars,s18_4668,technics stores inc.,burlingame,Usa,hirano,juri,small,
10150,30,42.76,6,1282.8,2003-09-19,shipped,3,9,2003,vintage cars,s18_4668,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,small,
10164,25,53.83,7,1345.75,2003-10-21,resolved,4,10,2003,vintage cars,s18_4668,mini auto werke,graz,Austria,mendel,roland,small,
10174,49,44.78,2,2194.22,,shipped,4,11,2003,vintage cars,s18_4668,"australian gift network, co",south brisbane,Australia,calaghan,tony,small,
10183,40,49.3,6,1972.0,2003-11-13,shipped,4,11,2003,vintage cars,s18_4668,"classic gift ideas, inc",philadelphia,Usa,cervantes,francisca,small,
10194,41,44.78,9,1835.98,2003-11-25,shipped,4,11,2003,vintage cars,s18_4668,"saveley & henriot, co.",lyon,France,saveley,mary,small,
10206,21,53.33,4,1119.93,,shipped,4,12,2003,vintage cars,s18_4668,canadian gift exchange network,vancouver,Canada,tannamuri,yoshi,small,
10215,46,45.28,1,2082.88,2004-01-29,shipped,1,1,2004,vintage cars,s18_4668,west coast collectables co.,burbank,Usa,thompson,steve,small,
10229,39,40.25,14,1569.75,,shipped,1,3,2004,vintage cars,s18_4668,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10245,45,59.87,7,2694.15,,shipped,2,5,2004,vintage cars,s18_4668,super scale inc.,new haven,Usa,murphy,leslie,small,
10258,21,59.87,4,1257.27,2004-06-15,shipped,2,6,2004,vintage cars,s18_4668,"tokyo collectables, ltd",minato-ku,Japan,shimamura,akiko,small,
10270,44,58.36,7,2567.84,2004-07-19,shipped,3,7,2004,vintage cars,s18_4668,souveniers and things co.,chatswood,Australia,huxley,adrian,small,
10281,44,59.87,14,2634.28,2004-08-19,shipped,3,8,2004,vintage cars,s18_4668,diecast classics inc.,allentown,Usa,yu,kyung,small,
10291,29,51.82,9,1502.78,,shipped,3,9,2004,vintage cars,s18_4668,scandinavian gift ideas,boras,Sweden,larsson,maria,small,
10304,34,49.3,4,1676.2,,shipped,4,10,2004,vintage cars,s18_4668,auto assoc. & cie.,versailles,France,tonini,daniel,small,
10312,39,56.85,1,2217.15,2004-10-21,shipped,4,10,2004,vintage cars,s18_4668,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10324,38,100.0,6,6832.02,,shipped,4,11,2004,vintage cars,s18_4668,vitachrome inc.,nyc,Usa,frick,michael,medium,
10333,24,79.86,8,1916.64,2004-11-18,shipped,4,11,2004,vintage cars,s18_4668,mini wheels co.,san francisco,Usa,murphy,julie,small,
10348,29,100.0,6,7110.8,,shipped,4,11,2004,vintage cars,s18_4668,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,large,
10358,30,100.0,8,5302.8,,shipped,4,12,2004,vintage cars,s18_4668,euro shopping channel,madrid,Spain,freyre,diego,medium,
10370,20,100.0,2,2730.0,2005-01-20,shipped,1,1,2005,vintage cars,s18_4668,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,small,
10382,39,100.0,2,7827.3,2005-02-17,shipped,1,2,2005,vintage cars,s18_4668,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,large,
10411,35,59.87,7,2095.45,,shipped,2,5,2005,vintage cars,s18_4668,quebec home shopping network,montreal,Canada,fresnisre,jean,small,
10424,26,59.87,4,1556.62,2005-05-31,in process,2,5,2005,vintage cars,s18_4668,euro shopping channel,madrid,Spain,freyre,diego,small,
10108,44,100.0,11,5565.12,,shipped,1,3,2003,classic cars,s18_4721,cruz & sons co.,makati city,Philippines,cruz,arnold,medium,
10122,28,100.0,15,3583.16,,shipped,2,5,2003,classic cars,s18_4721,marseille mini autos,marseille,France,lebihan,laurence,medium,
10135,31,100.0,12,4705.18,,shipped,3,7,2003,classic cars,s18_4721,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10146,29,100.0,1,4444.54,,shipped,3,9,2003,classic cars,s18_4721,gift ideas corp.,glendale,Usa,lewis,dan,medium,
10159,32,100.0,7,4618.88,,shipped,4,10,2003,classic cars,s18_4721,corporate gift ideas co.,san francisco,Usa,brown,julie,medium,
10169,33,100.0,7,4910.4,,shipped,4,11,2003,classic cars,s18_4721,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,medium,
10180,44,100.0,2,5565.12,,shipped,4,11,2003,classic cars,s18_4721,daedalus designs imports,lille,France,rance,martine,medium,
